Lista_Aleatoria,Lista_80_Ordenada,Lista_Decrescente
3668,92971,6631
42788,92989,6621
37327,93009,6605
36700,93010,6601
95915,93015,6589
29051,93021,6589
92865,93026,6584
43835,93028,6582
95171,93038,6578
19018,93055,6562
64229,93057,6560
17239,93071,6558
22857,93080,6498
68590,93098,6472
65319,93105,6460
45737,93112,6459
19725,20376,6450
60156,93149,6441
2318,93176,6430
27094,93179,6429
59365,93192,6387
73909,73645,6375
37031,93210,6368
64406,93228,6368
87227,93228,6361
15907,93245,6361
92569,93251,6354
16582,93258,6347
74761,93286,6344
58366,93288,6331
90286,93307,6324
6656,93313,6268
56595,93347,6247
87163,93348,6243
79551,93374,6229
23195,93375,6227
76764,63890,6220
84795,24812,6213
56016,41111,6212
95553,93386,6173
29476,93409,6158
47920,77954,6145
51395,29454,6144
32813,23395,6136
74391,93455,6129
55409,93471,6128
63414,93474,6098
60964,93476,6087
96911,93485,6077
54239,93490,6047
52618,93491,6032
67072,52816,6004
80941,93504,5974
22475,93523,5965
20237,93546,5961
62794,93548,5958
94847,93560,5931
7453,93586,5925
46919,93586,5925
75088,93591,5921
48190,93599,5909
80472,93605,5895
88222,41606,5893
8969,93632,5889
54716,93639,5882
37823,93650,5879
45526,84387,5868
84065,93676,5858
26195,10428,5857
45119,93685,5851
95046,93694,5848
77245,93700,5844
15558,93704,5832
71721,93708,5830
96251,93718,5828
12781,7841,5827
7594,46442,5824
54574,93784,5817
74951,93787,5810
19186,1536,5790
661,93808,5785
72504,93818,5760
71170,93818,5756
17743,93861,5735
99711,93863,5734
32102,93871,5727
69572,93881,5722
69987,51409,5722
80484,93890,5717
4399,93896,5716
99935,93906,5713
30858,93909,5713
91643,35652,5703
59810,93945,5702
89628,33761,5700
85044,93963,5680
74988,82466,5673
84923,93974,5669
92134,93974,5656
98954,93977,5651
53616,93992,5651
52761,20816,5645
99676,94023,5641
13144,94037,5638
68823,94044,5637
70199,94045,5624
93010,70598,5623
29657,94066,5621
2562,94077,5615
20558,94086,5611
33997,94086,5610
85793,94095,5597
76589,94105,5596
77185,94112,5583
3125,94153,5581
47141,94164,5576
24461,92053,5572
67835,94173,5570
51096,65964,5552
58172,94192,5548
56499,94207,5544
67845,94210,5540
5871,94210,5540
77894,94223,5521
18727,94248,5456
60434,36520,5447
54278,94263,5431
33101,94279,5428
60845,94284,5423
81281,94290,5412
73113,94295,5405
73224,94295,5377
12337,94313,5365
88544,94318,5356
43143,94354,5352
96335,94379,5338
78001,94380,5331
42974,94434,5326
75593,94438,5306
23633,94444,5303
87115,94466,5298
49460,94470,5283
32201,94484,5274
64626,94486,5262
82504,94491,5254
24817,94493,5246
56153,94495,5244
81771,62032,5233
52142,94544,5213
95155,94546,5210
79662,94547,5210
788,94553,5185
93003,94559,5184
73236,70299,5163
17152,26672,5133
47014,94580,5132
89256,94593,5100
92255,94600,5099
9904,94604,5057
22553,82809,5046
55073,71857,5038
75715,94627,5037
6701,94628,5014
94256,94641,5011
21666,94643,5010
35279,94648,5009
62008,94659,5002
49611,43394,4946
343,94677,4937
58098,94677,4908
17816,94682,4907
20654,13882,4895
92840,94717,4883
5353,94727,4880
25417,94728,4868
65362,94759,4861
98030,94762,4858
54708,94766,4843
21015,94776,4840
23905,94787,4839
99636,94806,4807
38076,94806,4805
11359,9303,4799
22738,94845,4790
79390,94854,4789
35862,94858,4776
52925,87896,4764
64515,94868,4762
51040,80751,4745
91639,94895,4743
1269,94909,4740
90573,94910,4740
56756,94919,4722
6625,26379,4721
70956,94943,4714
43008,94949,4703
66646,94957,4699
50394,95003,4665
19372,95014,4659
71336,94698,4656
77581,95034,4642
21760,95060,4600
51763,95065,4585
47540,95079,4559
45634,95086,4547
61487,97825,4531
42948,95092,4529
78373,95107,4522
56611,95118,4520
56480,95119,4504
12370,63007,4489
81,95164,4472
95647,57575,4458
8054,95190,4457
1178,52760,4447
40393,95211,4430
95080,34646,4428
94381,95222,4409
11132,95230,4403
87716,95234,4391
91609,95245,4382
30396,95248,4357
31305,6843,4355
31937,95266,4231
21861,95288,4231
85295,95306,4226
8598,95311,4226
40713,22436,4211
17472,95320,4207
14523,95332,4201
36368,95336,4194
14943,55141,4193
28177,95344,4183
43371,95358,4179
56427,95371,4144
18134,10377,4143
69692,95409,4135
94243,95432,4117
40530,95437,4110
34284,95442,4104
86355,95453,4090
54774,27609,4077
52757,95477,4059
22620,95482,4057
40062,95486,4052
18959,95487,4044
20763,95514,4029
47810,95518,4016
17617,95541,4005
99611,57478,3984
11062,95561,3980
51767,95579,3956
22282,95640,3948
75960,95646,3933
78787,84182,3916
55498,95660,3914
44297,95672,3908
72718,95682,3874
9905,95683,3870
27827,95685,3867
46104,95689,3867
16273,95695,3859
88733,95715,3849
32172,95726,3837
96026,95736,3828
37707,95749,3811
79446,95766,3763
29710,95777,3756
5169,95794,3747
87317,95807,3731
95385,95811,3713
53090,95829,3701
1424,95830,3696
93631,65023,3681
71760,95850,3679
85682,57195,3676
75851,95857,3671
53834,95871,3661
52784,95878,3659
25666,95893,3654
54725,95910,3648
83189,95929,3643
24626,98899,3630
67762,95953,3607
22166,95960,3603
66521,95963,3602
38671,95991,3597
86331,96024,3592
12553,96024,3583
1090,96049,3568
18086,98450,3565
13575,96102,3562
27860,96107,3541
32997,96114,3537
1759,96115,3523
25098,96135,3520
89299,96141,3496
84124,96158,3486
89828,96168,3479
51820,47486,3477
66681,96184,3471
68531,96201,3463
76681,96203,3459
26207,96216,3452
75109,55121,3448
87475,96232,3441
12741,96243,3429
67634,72940,3423
78909,44085,3394
90512,96347,3364
68710,1288,3352
13554,96408,3344
4170,43615,3330
69804,96433,3328
78991,2858,3327
40341,72198,3312
41111,96474,3302
86348,96476,3279
56011,96479,3274
5094,96482,3257
13562,96494,3249
95446,96497,3238
75768,96514,3211
59825,96525,3209
47494,97575,3205
142,96531,3205
95667,96542,3201
43641,96554,3194
71091,96559,3185
71670,96562,3181
19678,96563,3180
41145,96569,3176
32851,96582,3170
45883,96584,3167
92250,57033,3165
65322,96626,3163
70674,96631,3145
39665,96639,3114
16571,96647,3106
26322,96668,3091
29325,96676,3090
55655,96676,3088
82116,59259,3076
66219,20035,3071
63895,52728,3068
43282,96688,3063
97337,96692,3053
37415,96713,3051
43495,96734,3049
9918,96746,3042
8452,96746,3034
97318,96761,3028
88307,87552,3019
69251,96774,3011
94176,96781,3003
65027,85991,3003
39004,96786,2986
99696,96789,2984
3621,96808,2970
67080,96822,2962
78301,96823,2961
64485,96825,2961
52577,97618,2948
3879,81256,2934
87648,96851,2933
26421,96866,2925
28351,96877,2925
3192,96877,2922
97585,96878,2912
76047,75328,2893
28479,96900,2871
74005,96914,2868
71294,96927,2858
4432,96936,2858
84531,96936,2825
25080,96943,2825
52075,96948,2825
99470,96963,2816
93499,96969,2803
56412,96974,2798
72024,96996,2779
24612,81937,2779
79584,97004,2769
33754,97035,2749
60244,97036,2726
72728,97036,2715
27676,97039,2709
76674,82438,2698
72362,97050,2680
12214,76966,2669
5552,58446,2656
60545,97076,2647
23653,97077,2641
79163,66363,2639
16933,97098,2624
21395,97114,2598
89020,97116,2573
11527,97123,2554
93904,97153,2554
14005,97164,2536
94397,97169,2530
48874,97173,2507
82786,97173,2501
54906,97183,2476
32143,12344,2476
2279,97187,2474
66815,97190,2473
56126,97190,2461
10868,97206,2459
67629,97244,2455
57755,98619,2449
30159,58283,2432
30354,97257,2417
77459,97272,2403
85675,30909,2389
57516,97306,2388
99720,97317,2368
60208,97320,2352
85847,97346,2334
84452,97348,2312
25569,97371,2300
44797,97381,2269
16445,97400,2266
44216,97403,2245
46523,97412,2241
85526,18706,2237
12910,97435,2234
56465,97493,2219
99781,97516,2207
9398,97517,2194
74781,97524,2193
80280,67841,2157
39732,97535,2150
34736,97546,2147
83097,97549,2143
19509,86024,2137
40625,97574,2136
77126,49409,2132
24019,97589,2128
36497,19187,2124
60421,97591,2117
32804,71197,2114
88068,97623,2104
29839,61730,2093
5358,97628,2083
52088,41958,2080
90536,97645,2077
18155,97647,2070
23156,97647,2035
96138,97648,2022
51785,97657,2017
76711,23524,2013
36219,70808,2001
73276,97678,2000
29684,97689,1994
68477,94920,1993
58558,97720,1964
68746,97720,1963
38720,97750,1946
87208,97768,1943
57847,97782,1942
77167,98178,1929
31374,97804,1925
23851,45248,1915
54736,58257,1907
41492,97837,1895
97879,97841,1848
45056,97851,1829
28958,97857,1826
98200,79893,1820
10495,69609,1812
97726,97893,1806
59446,97904,1806
66710,55367,1803
74012,37957,1799
38965,97927,1788
37502,97928,1779
9411,97948,1761
28812,97966,1759
51143,97985,1759
72518,97986,1748
37883,97989,1711
90337,97993,1710
55337,97993,1709
93081,97997,1707
22811,98004,1701
21956,98008,1695
19737,16672,1693
87434,37312,1692
19796,98029,1690
97795,98035,1689
42608,98055,1683
16375,98058,1677
72427,98065,1674
74894,98069,1673
97594,98071,1657
65999,98081,1655
33083,98101,1651
84722,98107,1638
28676,98127,1631
51399,98131,1605
85751,54742,1588
40450,98157,1575
52099,98159,1574
70517,22073,1560
34566,98182,1552
82389,98185,1551
47275,98189,1540
69500,71845,1532
66458,98210,1514
91610,98215,1513
73636,98222,1509
17863,41827,1508
60905,94862,1486
13221,79556,1484
1346,98263,1445
5135,98264,1417
23218,98286,1414
97716,98294,1408
54901,98308,1399
12979,16831,1398
33343,98391,1395
90967,98403,1386
67004,98408,1384
23648,98418,1380
20772,98423,1371
8880,98430,1365
68954,96345,1363
93091,68108,1356
96246,98462,1347
9718,98468,1325
68323,98475,1323
46547,98476,1318
60503,98477,1314
12107,98491,1313
64060,98502,1310
91182,98506,1298
558,6878,1295
44551,98527,1287
21130,98547,1281
75026,98559,1280
88525,11478,1264
32644,98603,1261
86025,81669,1239
27381,98613,1227
39808,98616,1213
16850,1260,1189
75306,98635,1171
54094,98643,1166
27298,98650,1156
99785,98651,1135
20924,98658,1123
31555,98661,1120
32469,98678,1118
80392,98689,1104
79091,98708,1053
10566,98717,1033
11403,35418,1007
87079,98736,1003
68540,98753,990
86560,86079,987
58190,73786,985
63243,98786,981
69949,98787,976
95375,98794,969
24690,2574,964
57016,98804,950
1037,98809,945
84293,98818,938
81503,98841,936
12404,98842,932
5932,98843,929
16063,98866,923
7103,10494,913
31111,98888,899
94270,47620,891
43870,61184,884
98242,98904,883
6483,98906,878
66514,98910,871
33307,98917,853
10171,64875,850
5916,98953,830
95207,98974,795
41389,98980,787
47553,53541,779
21332,99003,770
37337,99030,757
70932,99031,756
51947,48659,755
29310,99058,728
42542,99070,714
48584,99071,699
436,99082,682
10835,99101,682
16412,99131,682
77456,99149,680
35958,99166,674
18530,99177,664
90882,99196,661
9217,99232,659
81080,99233,655
52873,99243,655
85282,92896,652
27364,99272,650
297,99272,630
41316,99278,628
5350,99297,607
15162,99306,604
84746,99307,601
64477,99309,597
77475,99320,590
88558,99333,583
9066,99345,567
42481,99355,535
85812,99369,535
75929,99380,528
53208,99388,523
75950,99395,511
36954,83233,503
17104,99403,493
4808,99405,482
20930,99408,481
78052,99445,473
98821,99448,472
30439,99449,452
45919,99458,450
55997,99490,448
23490,99492,444
15689,99493,442
92390,99499,432
70001,99505,430
5788,32041,429
74010,99522,421
70692,99543,406
95280,99548,401
52227,99563,374
60562,99565,369
65379,99583,364
30609,47488,338
95584,99613,338
91584,99627,327
25273,45048,317
84475,99653,294
98980,99653,290
69799,49741,287
88523,99702,286
70900,99705,277
56702,99706,266
52300,99716,260
97606,16747,245
56870,9203,229
25018,99763,209
49026,99776,208
37407,99777,206
40549,99778,206
90271,99801,203
25427,99807,182
45775,99809,165
27360,99811,159
29710,99812,149
58538,99815,129
41850,99855,114
24574,99897,111
80122,99918,88
66588,20287,87
24394,99940,77
20982,99961,74
29346,99964,62
5329,99970,58
34270,18582,51
64064,99982,49
30312,99982,48
77424,99993,28
62289,99999,19
